Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock left,Auto Reorder,Reorder Quantity
ORD1479,30-09-2025,02-10-2025,CUST395,Joanna Grant,Consumer,PROD6656,Notebook,Office Supplies,North,New Hampshire,Port Matthew,4,889,15,3799.6,3023.32,776.28,Cash,Cancelled,Lynch-Alvarado,villanuevaian@pineda.com,38,No,0
ORD1480,18-04-2024,19-04-2024,CUST829,Jeanne Anderson,Consumer,PROD1342,Study Table,Furniture,East,Rhode Island,South Williamland,10,3256,10,30081,29304.71,776.29,UPI,Returned,Thornton Inc,john72@sharp.com,29,No,0
ORD1481,26-08-2024,01-09-2024,CUST327,Melissa Walls,Corporate,PROD8077,Study Table,Furniture,East,Massachusetts,South Brianside,5,753,5,4353.75,3577.58,776.17,Net Banking,Delivered,"Hoffman, Horne and Smith",cmccarthy@green-chang.com,30,No,0
ORD1482,18-02-2025,20-02-2025,CUST924,Gregory Santos,Consumer,PROD2515,File Folder,Office Supplies,South,Pennsylvania,South Kristyview,6,1742,0,11229,10452.7,776.3,UPI,Pending,"Parks, Price and Garcia",camachoalexis@turner-williams.net,3,Yes,47
ORD1483,28-05-2025,02-06-2025,CUST224,James Bell,Consumer,PROD2205,Office Chair,Furniture,North,Illinois,West Troy,9,3861,10,32051.1,31274.81,776.29,UPI,Delivered,"Neal, Harrison and Anderson",matthewhuffman@stevens.com,40,No,0
ORD1484,25-02-2024,27-02-2024,CUST852,Nancy Vazquez,Consumer,PROD4954,Rice Bag,Grocery,South,North Carolina,Garciachester,4,3730,20,12713,11936.83,776.17,Cash,Cancelled,Parker-Nolan,taylorcourtney@chapman-lamb.info,26,No,0
ORD1485,21-06-2024,28-06-2024,CUST995,Dustin Porter,Corporate,PROD5618,Bookshell,Furniture,East,Hawaii,Lewisborough,10,1528,0,16057,15280.74,776.26,Cash,Pending,Marshall-Peterson,gerald13@meyer-murphy.biz,45,No,0
ORD1486,22-12-2023,29-12-2023,CUST467,Destiny Martin,Consumer,PROD8419,Rice Bag,Grocery,West,Mississippi,Lake Bryanville,9,1118,10,9832.8,9056.54,776.26,Credit card,Delivered,Dougherty-Potts,ellen40@meyer.com,29,No,0
ORD1487,13-05-2025,14-05-2025,CUST135,Joseph Stark,Consumer,PROD9737,Sofa,Furniture,South,Indiana,New Jennifer,6,2223,0,14115,13338.85,776.15,Net Banking,Delivered,"Johnson, Miller and Barton",fergusoncarol@mueller-miller.info,1,Yes,36
ORD1488,20-10-2025,21-10-2025,CUST542,Robert Dunn,Consumer,PROD9347,Calculator,Office Supplies,East,Colorado,South Barbaraland,9,2812,5,24819.6,24043.26,776.34,Net Banking,Delivered,"Anderson, Black and James",williamscourtney@gonzalez.com,20,No,0
ORD1489,29-03-2025,01-04-2025,CUST387,Mark Cruz,Home Office,PROD6048,File Folder,Office Supplies,South,Oregon,North Sherry,3,142,5,1181.7,405.43,776.27,Credit card,Returned,"Burke, Anderson and Hunter",christopherlee@mcmillan-marshall.com,8,Yes,40
ORD1490,28-05-2024,29-05-2024,CUST518,Melinda Moore,Consumer,PROD1400,Keyboard,Electronics,South,Tennessee,New Anthony,5,185,0,1702,925.64,776.36,Cash,Delivered,Page-Davis,baileyharmon@lewis.biz,1,Yes,23
ORD1491,06-03-2025,07-03-2025,CUST568,Samuel Mccarty,Home Office,PROD2347,Sofa,Furniture,West,Utah,New Lori,2,1735,15,3726.5,2950.33,776.17,Net Banking,Returned,Graham PLC,jesse49@pennington-robertson.biz,27,No,0
ORD1492,23-09-2024,27-09-2024,CUST647,Andrea Wilkerson,Consumer,PROD8205,Sofa,Furniture,East,Georgia,North Jenna,1,4867,5,5400.65,4624.26,776.39,Cash,Delivered,Ingram-Cunningham,lindahorne@luna-nicholson.com,31,No,0
ORD1493,02-06-2025,08-06-2025,CUST684,Patrick Krueger,Home Office,PROD3700,Rice Bag,Grocery,East,Alabama,Danielbury,3,2733,5,8566.05,7789.93,776.12,Credit card,Delivered,Price Ltd,xsmith@marquez.org,4,Yes,29
ORD1494,03-02-2024,07-02-2024,CUST277,Brett Nguyen,Corporate,PROD2963,Stapler,Office Supplies,East,Rhode Island,Pearsonville,2,604,20,1743.4,967.27,776.13,Net Banking,Delivered,"Sandoval, Phillips and Williams",timothy37@gardner.com,35,No,0
ORD1495,30-05-2025,03-06-2025,CUST597,Jonathan West,Corporate,PROD6960,File Folder,Office Supplies,West,Delaware,Port Amy,4,3598,5,14449.4,13673.25,776.15,Credit card,Returned,"Macdonald, Jarvis and Cunningham",vanessa42@shields-oliver.net,3,Yes,50
ORD1496,22-02-2025,26-02-2025,CUST804,Larry Santana,Corporate,PROD9147,Pen,Office Supplies,South,Texas,East Lisa,4,372,5,2190.6,1414.46,776.14,UPI,Pending,Frazier-Martin,mmccullough@wilson-randolph.com,25,No,0
ORD1497,28-11-2023,03-12-2023,CUST509,Megan Roman,Consumer,PROD7200,Dining Table,Furniture,East,Delaware,Alexanderton,2,184,10,1108.2,332.05,776.15,UPI,Cancelled,Pena-Hahn,dawnfoster@norman.com,21,No,0
ORD1498,11-02-2025,13-02-2025,CUST667,Tom Sparks,Home Office,PROD6167,Monitor,Electronics,North,Nebraska,Alvaradoberg,3,4652,15,12639.6,11863.21,776.39,Net Banking,Pending,Walker-Taylor,christina64@simmons-barron.com,19,No,0
ORD1499,12-07-2024,17-07-2024,CUST655,Ryan Campbell,Home Office,PROD8550,Juice Pack,Grocery,East,Alabama,Melissafort,5,4467,10,20878.5,20102.18,776.32,Cash,Returned,Fischer-Williams,sydney71@williams.com,28,No,0
ORD1500,19-10-2024,26-10-2024,CUST610,Heather Foster,Home Office,PROD1433,File Folder,Office Supplies,North,Wyoming,Barbaraton,1,1285,0,2062,1285.62,776.38,Cash,Returned,"Williams, Campos and Thompson",carmen26@black-clark.net,16,No,0
ORD1501,18-06-2024,22-06-2024,CUST148,Yvonne Clark,Consumer,PROD9772,Dining Table,Furniture,East,Kentucky,Hendersonville,4,3022,5,12260.6,11484.25,776.35,UPI,Returned,Harrington-Morales,erica37@lucas.com,39,No,0
ORD1502,17-08-2024,23-08-2024,CUST604,Timothy Mathews,Corporate,PROD8663,Bookshell,Furniture,North,New York,Martinville,9,1691,0,15996,15219.9,776.1,Credit card,Pending,King Ltd,antoniohess@contreras-conway.com,14,No,0
ORD1503,25-05-2024,26-05-2024,CUST495,Bryan Jones,Home Office,PROD2259,Study Table,Furniture,South,West Virginia,Codybury,7,320,15,2681,1904.81,776.19,Cash,Returned,"Thompson, Rivers and Mcdaniel",brandonblack@sanders.info,28,No,0
ORD1504,19-01-2025,22-01-2025,CUST755,Michelle Benjamin,Corporate,PROD9916,Rice Bag,Grocery,West,Tennessee,West Rachelburgh,10,3164,10,29253,28476.79,776.21,Cash,Delivered,Obrien-Johnson,finleymarc@martinez.biz,31,No,0
ORD1505,11-10-2025,18-10-2025,CUST962,Jeremiah Anderson,Consumer,PROD6133,Headphones,Electronics,East,California,Rebeccaburgh,1,4642,20,4490.6,3714.27,776.33,Net Banking,Returned,Thomas Group,bradley44@floyd.com,49,No,0
ORD1506,29-05-2024,31-05-2024,CUST552,Kevin Thomas,Consumer,PROD4149,Stapler,Office Supplies,South,Nebraska,South Shawn,8,2192,20,14805.8,14029.46,776.34,UPI,Cancelled,"Carpenter, Atkinson and Scott",chaneyjennifer@santos-freeman.org,31,No,0
ORD1507,26-12-2024,01-01-2025,CUST355,Shelly Melton,Home Office,PROD8326,File Folder,Office Supplies,South,Delaware,Lake Alexandraport,3,141,5,1178.85,402.66,776.19,Credit card,Cancelled,"White, Barr and Phillips",gonzaleztracy@ferguson.com,45,No,0
ORD1508,11-12-2024,13-12-2024,CUST435,Stephen Klein,Consumer,PROD2707,Cooking oil,Grocery,West,Rhode Island,Lake Adamberg,6,1714,0,11061,10284.62,776.38,Net Banking,Delivered,Reeves-Dougherty,williamsallen@rice.biz,30,No,0
ORD1509,12-07-2025,15-07-2025,CUST412,Anne Barnes,Consumer,PROD1691,Mouse,Electronics,South,Minnesota,South Crystalchester,3,4665,5,14072.25,13296.04,776.21,Net Banking,Returned,Lewis Inc,bowersbecky@mitchell.org,11,No,0
ORD1510,05-09-2025,11-09-2025,CUST691,Amanda Webb,Corporate,PROD3729,Juice Pack,Grocery,East,Iowa,Paulberg,10,478,20,4601,3824.79,776.21,Credit card,Cancelled,"Mckee, Dickson and Myers",garnerashley@dyer-kelly.info,34,No,0
ORD1511,13-04-2025,16-04-2025,CUST821,Michael Alvarado,Consumer,PROD2713,Stapler,Office Supplies,West,Kansas,Miguelton,6,1851,5,11327.7,10551.49,776.21,UPI,Cancelled,"Nguyen, Hogan and Hicks",dtucker@brown-gordon.biz,16,No,0
ORD1512,11-08-2025,15-08-2025,CUST528,Rachel Evans,Home Office,PROD7738,Sofa,Furniture,West,Wyoming,Clinetown,3,4830,20,12369,11592.66,776.34,Cash,Cancelled,Bates PLC,fosterchase@ross-tucker.com,30,No,0
ORD1513,19-05-2024,22-05-2024,CUST992,Thomas Johnson,Consumer,PROD9221,Headphones,Electronics,South,Arkansas,Williamsside,2,3121,10,6394.8,5618.57,776.23,Net Banking,Returned,Robinson-Davis,karencoleman@henderson-cox.com,26,No,0
ORD1514,29-04-2025,04-05-2025,CUST434,Tina Mitchell,Consumer,PROD2345,Office Chair,Furniture,North,Michigan,Port Kayla,6,2349,15,12756.9,11980.77,776.13,UPI,Pending,Faulkner-Payne,rebecca10@young.net,2,Yes,37
ORD1515,18-03-2024,21-03-2024,CUST199,Eric Adams,Corporate,PROD9581,Mouse,Electronics,South,Oregon,Jacksonton,6,2655,20,13521,12744.89,776.11,Cash,Delivered,"Moore, Simpson and Moody",washingtonnatalie@duffy.org,45,No,0
ORD1516,01-04-2025,08-04-2025,CUST193,Jacob Floyd,Home Office,PROD3435,Monitor,Electronics,South,Rhode Island,Lake Erica,8,1915,0,16097,15320.75,776.25,Net Banking,Pending,Fisher-Dominguez,robertsmith@white.com,42,No,0
ORD1517,14-06-2025,21-06-2025,CUST530,Sheri Stevenson,Home Office,PROD2299,Cooking oil,Grocery,West,Georgia,New Margaretshire,5,1360,15,6557,5780.82,776.18,Net Banking,Delivered,Mcdonald Ltd,wreeves@brooks.org,11,No,0
ORD1518,21-02-2025,28-02-2025,CUST367,Grant Bennett,Consumer,PROD6221,Sofa,Furniture,West,Mississippi,Williamsonport,6,846,15,5091.6,4315.37,776.23,Cash,Pending,Campos and Sons,nwheeler@ramos.info,26,No,0
ORD1519,27-02-2025,04-03-2025,CUST138,Alexander Ford,Home Office,PROD7228,Bookshell,Furniture,West,New Mexico,North Jessica,2,1528,5,3680.2,2903.98,776.22,UPI,Delivered,Mahoney-Oliver,christinamayo@rivera.com,6,Yes,47
ORD1520,19-07-2024,20-07-2024,CUST145,Jessica Chang,Consumer,PROD1670,Sugar,Grocery,North,Indiana,Carolynbury,1,530,5,1280.5,504.37,776.13,Cash,Delivered,Bray and Sons,bradshawjustin@carter.biz,39,No,0
ORD1521,14-11-2024,19-11-2024,CUST830,Sarah Campbell,Home Office,PROD5369,Office Chair,Furniture,South,Wisconsin,North Nicoleberg,7,1802,0,13391,12614.66,776.34,Credit card,Returned,Rodriguez Group,parkmichelle@johnson.org,46,No,0
ORD1522,30-11-2023,06-12-2023,CUST798,Linda Swanson,Home Office,PROD8005,Sofa,Furniture,West,Rhode Island,Mooreport,4,840,15,3633,2856.61,776.39,UPI,Cancelled,Williams-Fox,richard75@reed-santos.com,10,No,0
ORD1523,11-12-2023,13-12-2023,CUST632,Stacy Adams,Consumer,PROD8155,Sugar,Grocery,North,Arkansas,Russellport,10,2596,0,26737,25960.85,776.15,Credit card,Cancelled,Terry-Peterson,meganchapman@mcdonald.com,13,No,0
ORD1524,20-12-2023,22-12-2023,CUST426,Dorothy Smith,Consumer,PROD1960,Juice Pack,Grocery,South,Georgia,Bradleyside,2,886,20,2194.6,1418.3,776.3,Credit card,Cancelled,Klein LLC,lucas78@monroe.com,10,No,0
ORD1525,29-06-2025,01-07-2025,CUST916,Emily Silva,Consumer,PROD9248,Headphones,Electronics,East,Texas,Nicoleview,4,346,0,2161,1384.87,776.13,Net Banking,Pending,Anthony PLC,beckerkenneth@powers.com,44,No,0
ORD1526,18-06-2025,22-06-2025,CUST743,Krystal Harper,Home Office,PROD2771,Notebook,Office Supplies,West,Montana,Nathanbury,7,1644,5,11709.6,10933.22,776.38,Net Banking,Pending,"Gordon, James and Stafford",zacharymunoz@murphy-pierce.net,46,No,0
ORD1527,11-07-2025,13-07-2025,CUST174,Cassie Rowe,Home Office,PROD7793,Notebook,Office Supplies,West,Delaware,Gilbertbury,7,1819,10,12236.7,11460.3,776.4,UPI,Returned,Davis PLC,diane58@cooper-mcgrath.org,17,No,0
ORD1528,28-11-2024,04-12-2024,CUST433,Laura Torres,Corporate,PROD7396,Monitor,Electronics,North,Alabama,Mariaton,2,4106,15,7757.2,6980.84,776.36,UPI,Pending,Lindsey LLC,pattersontracy@everett.com,37,No,0
ORD1529,07-07-2024,12-07-2024,CUST210,Elizabeth Johnson,Home Office,PROD8215,Dining Table,Furniture,South,Montana,Hallstad,1,3211,0,3988,3211.68,776.32,Net Banking,Returned,Mcintyre Group,kevin78@robinson.com,46,No,0
ORD1530,16-01-2025,19-01-2025,CUST231,Sean Stewart,Corporate,PROD3037,Office Chair,Furniture,East,Wisconsin,Richardville,8,1683,10,12894.6,12118.34,776.26,Net Banking,Delivered,Hendricks and Sons,carrolltiffany@campbell-robertson.com,45,No,0
ORD1531,29-08-2024,31-08-2024,CUST906,Michael Benson,Consumer,PROD8351,Dining Table,Furniture,West,New Jersey,New Katelyn,3,2014,20,5610.6,4834.28,776.32,Net Banking,Pending,"Schmitt, Allen and Harris",halljasmine@morris.com,3,Yes,48
ORD1532,11-04-2025,14-04-2025,CUST167,David Martinez,Home Office,PROD9347,Notebook,Office Supplies,North,Pennsylvania,Davidsonfurt,2,1412,15,3177.4,2401.29,776.11,Credit card,Pending,Dixon PLC,deniseobrien@arnold.com,4,Yes,29
ORD1533,02-12-2023,08-12-2023,CUST653,Jennifer White,Corporate,PROD5016,Mouse,Electronics,South,Alabama,Harrisberg,3,4221,20,10907.4,10131.26,776.14,UPI,Returned,"White, Garcia and Smith",christopher14@santos.com,33,No,0
ORD1534,30-12-2023,05-01-2024,CUST150,Johnny Valdez,Corporate,PROD6038,Sugar,Grocery,North,Maryland,Jasonborough,3,432,5,2008.2,1232.07,776.13,Cash,Cancelled,Davis and Sons,allenerin@davis.com,5,Yes,40
ORD1535,22-04-2024,24-04-2024,CUST710,Wesley Hines,Home Office,PROD6224,Cooking oil,Grocery,East,Connecticut,South Kennethchester,10,4564,15,39571,38794.74,776.26,Cash,Returned,Pope-Ross,williamsjames@oliver.net,43,No,0
ORD1536,05-07-2025,10-07-2025,CUST581,Tom Aguilar,Home Office,PROD3617,Pen,Office Supplies,East,Minnesota,Lake Julieside,10,2570,5,25192,24415.9,776.1,Credit card,Cancelled,"Fuller, Smith and Brown",franconicholas@jordan.org,5,Yes,41
ORD1537,16-08-2025,22-08-2025,CUST174,Kim Washington,Consumer,PROD4604,Sofa,Furniture,South,Utah,North Gabriel,10,4458,20,36441,35664.76,776.24,Credit card,Pending,Gomez-Reed,jenniferscott@smith.biz,25,No,0
ORD1538,06-03-2024,08-03-2024,CUST401,Amy Jensen,Corporate,PROD1699,Keyboard,Electronics,West,Virginia,Simmonsbury,2,4460,5,9251,8474.66,776.34,Credit card,Returned,"Dennis, Mendoza and Gilbert",kristenjackson@barton-blackburn.com,10,No,0
ORD1539,11-01-2025,13-01-2025,CUST759,Sarah Hernandez,Consumer,PROD8561,Study Table,Furniture,West,Alaska,Stacyside,8,2307,10,17387.4,16611.15,776.25,Cash,Cancelled,Adams Ltd,deborah99@santana.org,5,Yes,31
ORD1540,01-09-2025,07-09-2025,CUST412,Michelle Robinson,Consumer,PROD6900,Mouse,Electronics,West,Oklahoma,Adamsshire,6,492,10,3433.8,2657.51,776.29,Net Banking,Delivered,Sullivan and Sons,ginaroberts@lewis-smith.com,37,No,0
ORD1541,16-10-2025,18-10-2025,CUST991,Connie Callahan,Home Office,PROD3800,Sofa,Furniture,North,North Carolina,Lake Christine,4,2243,0,9749,8972.63,776.37,Cash,Pending,"Carlson, Parks and Spears",ehill@davis.org,31,No,0
ORD1542,03-05-2024,04-05-2024,CUST440,Carla Dixon,Consumer,PROD1637,Dining Table,Furniture,East,Mississippi,South Nicoleview,6,3358,5,19917.6,19141.26,776.34,UPI,Pending,"Jacobs, Stuart and Taylor",perezamanda@paul.com,12,No,0
ORD1543,21-05-2025,27-05-2025,CUST730,Shelby Cowan,Home Office,PROD6779,Mouse,Electronics,West,Utah,North Anthony,6,4417,0,27279,26502.6,776.4,Net Banking,Cancelled,Conley Inc,langkathryn@kennedy.com,41,No,0
ORD1544,10-05-2024,16-05-2024,CUST762,Alejandro Morris,Corporate,PROD7162,Stapler,Office Supplies,West,South Dakota,Stevensport,9,3202,10,26713.2,25936.82,776.38,Net Banking,Returned,Mcneil Inc,williamsjenny@kennedy-cummings.com,31,No,0
ORD1545,03-07-2024,07-07-2024,CUST616,Brian Patton,Consumer,PROD5752,Headphones,Electronics,North,Maryland,Lake Johnathan,6,2728,5,16326.6,15550.24,776.36,Credit card,Delivered,Robinson and Sons,josephnash@hampton-howard.com,50,No,0
ORD1546,21-04-2024,22-04-2024,CUST753,Heather Goodwin,Home Office,PROD7040,Notebook,Office Supplies,West,Virginia,North John,3,3319,10,9738.3,8962.09,776.21,Credit card,Returned,"Baldwin, Rodriguez and Jones",fergusonmichael@white.com,20,No,0
ORD1547,27-01-2024,29-01-2024,CUST830,Patricia Walker,Home Office,PROD7064,Mouse,Electronics,North,North Dakota,New Bryan,3,3664,0,11769,10992.61,776.39,Credit card,Returned,"Miller, Williamson and Johnson",andrea79@smith-campbell.org,45,No,0
ORD1548,25-06-2025,28-06-2025,CUST652,Dawn Petersen,Home Office,PROD7531,Stapler,Office Supplies,North,Vermont,Seanfort,6,4279,15,22599.9,21823.58,776.32,UPI,Cancelled,Moreno LLC,jeremy40@richardson.org,12,No,0
ORD1549,06-04-2025,12-04-2025,CUST947,Jordan Lopez,Home Office,PROD8885,Pen,Office Supplies,North,Pennsylvania,West Leahville,8,3587,5,28038.2,27261.83,776.37,Credit card,Delivered,Brown-Wood,samanthaallen@collins.net,33,No,0
ORD1550,06-01-2025,09-01-2025,CUST245,Donald Robertson,Corporate,PROD2317,Notebook,Office Supplies,East,Maryland,Lake Ralphport,2,3903,15,7412.1,6635.71,776.39,Credit card,Delivered,"Rojas, Noble and Cuevas",xmills@haynes.com,1,Yes,34
ORD1551,01-04-2024,05-04-2024,CUST631,David Sherman,Home Office,PROD4783,Keyboard,Electronics,East,Massachusetts,Gardnerfurt,2,1688,10,3815.4,3039.27,776.13,UPI,Delivered,"Fitzpatrick, Stevens and Gardner",amanda49@rich.com,47,No,0
ORD1552,16-05-2024,17-05-2024,CUST623,Kyle Hall,Home Office,PROD5887,Headphones,Electronics,East,Louisiana,Andreastad,4,3484,20,11925.8,11149.68,776.12,UPI,Cancelled,"Anderson, Morales and Nelson",wmelton@hebert.biz,30,No,0
ORD1553,10-04-2024,17-04-2024,CUST494,Tina Harrington,Corporate,PROD7388,Bookshell,Furniture,West,South Dakota,North Catherine,8,3333,20,22108.2,21331.95,776.25,UPI,Returned,Scott Ltd,bobby75@martinez-evans.org,22,No,0
ORD1554,04-03-2024,09-03-2024,CUST984,David Cowan,Home Office,PROD1379,Cooking oil,Grocery,East,Washington,Port Brianside,6,1549,0,10071,9294.7,776.3,Credit card,Pending,Murray LLC,victoria14@proctor.com,36,No,0
ORD1555,21-11-2024,27-11-2024,CUST893,Laura Campbell,Consumer,PROD6204,Cooking oil,Grocery,South,Minnesota,Alexanderbury,9,926,5,8694.3,7918.14,776.16,UPI,Delivered,Proctor LLC,caitlinmurphy@harris-horton.biz,44,No,0
ORD1556,24-07-2024,27-07-2024,CUST825,Daniel Harrison,Home Office,PROD5186,Headphones,Electronics,West,Wyoming,Millermouth,6,1217,5,7713.9,6937.61,776.29,UPI,Pending,"Pitts, Nichols and Cook",gregory83@skinner.com,33,No,0
ORD1557,16-07-2024,17-07-2024,CUST769,Christopher Clarke,Corporate,PROD5749,Office Chair,Furniture,East,Massachusetts,Williamsstad,10,1352,10,12945,12168.73,776.27,Net Banking,Delivered,"Newton, West and Moore",lewisjason@stewart.net,4,Yes,29
ORD1558,22-04-2024,23-04-2024,CUST268,Donna Jackson,Consumer,PROD2448,Stapler,Office Supplies,North,Massachusetts,Daughertyshire,6,3799,15,20151.9,19375.54,776.36,Credit card,Pending,"Costa, Blankenship and Woodward",ruizlaura@wright.com,4,Yes,40
ORD1559,14-03-2024,20-03-2024,CUST902,Alicia Gallegos,Home Office,PROD4184,Sofa,Furniture,South,Kansas,Brownchester,1,4210,5,4776.5,4000.36,776.14,Net Banking,Pending,Gardner PLC,ihunt@white.info,42,No,0
ORD1560,24-10-2024,30-10-2024,CUST997,April Mcgee,Consumer,PROD1166,Snacks,Grocery,West,Alaska,Thomasstad,4,777,0,3885,3108.73,776.27,Net Banking,Cancelled,"Mcconnell, Jackson and Diaz",williamdelacruz@johnson-byrd.com,24,No,0
ORD1561,06-10-2024,11-10-2024,CUST519,David Carter,Home Office,PROD5805,Keyboard,Electronics,North,Kansas,West David,8,3466,20,22959.4,22183.12,776.28,Cash,Cancelled,Young-Ramirez,ashley19@roberts.com,28,No,0
ORD1562,15-11-2024,22-11-2024,CUST820,Margaret Hale,Corporate,PROD9430,Snacks,Grocery,South,Montana,Kelleyport,1,1472,15,2028.2,1251.87,776.33,Net Banking,Returned,"Anderson, Clark and Bowman",seannguyen@fisher-rivas.com,48,No,0
ORD1563,06-02-2025,09-02-2025,CUST710,Alyssa Henry,Corporate,PROD4161,Snacks,Grocery,West,Oklahoma,Matthewston,7,4240,0,30457,29680.61,776.39,Cash,Delivered,"Wilson, Johnson and Acevedo",heather77@morris-padilla.net,45,No,0
ORD1564,13-03-2025,17-03-2025,CUST941,Connor Pierce,Corporate,PROD9326,Office Chair,Furniture,North,Mississippi,North Amanda,5,3347,10,15838.5,15062.15,776.35,Cash,Delivered,"Cox, Thompson and Jones",paulhenry@bryan-warren.biz,40,No,0
ORD1565,02-04-2025,07-04-2025,CUST449,Miss Brittany Garcia MD,Home Office,PROD5724,Snacks,Grocery,West,Illinois,Javierchester,5,1044,0,5997,5220.83,776.17,Cash,Delivered,"Stevens, Smith and Larson",bellsandra@newman.info,45,No,0
ORD1566,16-10-2025,23-10-2025,CUST514,Anthony Miller,Corporate,PROD3112,Juice Pack,Grocery,West,Alaska,West Anthony,7,4884,5,33255.6,32479.48,776.12,UPI,Cancelled,Griffin-Thomas,steven20@williams.com,25,No,0
ORD1567,12-08-2024,13-08-2024,CUST808,Tyler Reeves,Home Office,PROD9153,Sugar,Grocery,East,South Carolina,Hamiltonchester,8,3187,15,22448.6,21672.2,776.4,Credit card,Returned,"Nelson, Stephens and Lester",dlambert@mcdonald.biz,44,No,0
ORD1568,10-04-2024,17-04-2024,CUST702,Alicia Mckinney,Consumer,PROD5005,Dining Table,Furniture,South,South Dakota,Taylorshire,6,2865,20,14529,13752.84,776.16,Net Banking,Delivered,Chapman-Turner,fjones@santos.com,2,Yes,30
ORD1569,30-04-2025,04-05-2025,CUST388,Dr. Travis Kelley,Home Office,PROD1920,Pen,Office Supplies,South,Montana,South Vanessaview,9,2714,10,22760.4,21984.2,776.2,Credit card,Cancelled,"Humphrey, West and Turner",whitneyzachary@allen-donaldson.biz,13,No,0
ORD1570,19-05-2024,21-05-2024,CUST852,Victoria Jones,Consumer,PROD2465,Pen,Office Supplies,West,Illinois,South Charles,6,2714,15,14618.4,13842.08,776.32,UPI,Delivered,Obrien-Fox,qskinner@anderson.com,50,No,0
ORD1571,19-01-2025,26-01-2025,CUST793,Travis Pham,Consumer,PROD6172,Notebook,Office Supplies,North,Washington,Byrdview,6,315,5,2572.5,1796.27,776.23,Net Banking,Delivered,"Wilson, Hansen and Green",simsandrew@powell.info,48,No,0
ORD1572,27-03-2025,02-04-2025,CUST494,Kimberly Ho,Corporate,PROD8305,Laptop,Electronics,West,Tennessee,Lake Alicia,5,4823,10,22480.5,21704.15,776.35,Cash,Pending,Hall-Williams,palmernancy@vance.com,37,No,0
ORD1573,30-10-2024,01-11-2024,CUST738,Sean Moore,Consumer,PROD1391,File Folder,Office Supplies,West,Kansas,Murphyville,8,4412,10,32543.4,31767.29,776.11,UPI,Pending,"Ewing, Wells and Hensley",velasquezjoshua@reed.com,38,No,0
ORD1574,27-03-2024,30-03-2024,CUST962,Garrett Ochoa,Corporate,PROD1339,File Folder,Office Supplies,West,Texas,Rachaelborough,9,3293,20,24486.6,23710.31,776.29,Cash,Delivered,Brady and Sons,blake44@johnson.com,3,Yes,28
ORD1575,13-05-2025,18-05-2025,CUST236,Shirley Leblanc,Home Office,PROD6814,File Folder,Office Supplies,South,Texas,New Kimberly,6,4702,10,26167.8,25391.65,776.15,UPI,Cancelled,"Brooks, Henry and Jones",clarkeanna@wright-johnson.com,23,No,0
ORD1576,17-12-2023,21-12-2023,CUST745,Brenda Wilkins DVM,Home Office,PROD7813,Rice Bag,Grocery,North,Nebraska,Hessmouth,3,4320,20,11145,10368.63,776.37,Credit card,Pending,"Reed, Anderson and Bowers",laura32@smith-hodge.org,1,Yes,37
ORD1577,25-04-2025,29-04-2025,CUST124,Elijah Fuller,Consumer,PROD6612,Juice Pack,Grocery,West,Arizona,Mcconnellshire,1,1667,10,2277.3,1500.93,776.37,Credit card,Cancelled,Miller-Wilson,michelereed@vasquez-marsh.info,2,Yes,47
ORD1578,17-03-2024,18-03-2024,CUST811,Michael Johnson,Home Office,PROD2748,Keyboard,Electronics,East,Nevada,Johnsonland,8,2094,0,17529,16752.73,776.27,UPI,Returned,Hernandez-Martinez,codydavis@powell.com,4,Yes,30
ORD1579,23-11-2024,25-11-2024,CUST826,Don Lopez,Corporate,PROD1117,Dining Table,Furniture,East,Montana,East Annashire,10,256,0,3337,2560.75,776.25,Net Banking,Returned,Sharp-Murphy,david64@kelly.com,48,No,0
ORD1580,11-10-2025,14-10-2025,CUST831,Danielle Stout,Consumer,PROD1318,File Folder,Office Supplies,South,Connecticut,Burnsborough,1,1486,0,2263,1486.89,776.11,UPI,Returned,Jones LLC,wduncan@nunez.info,33,No,0
ORD1581,22-11-2023,27-11-2023,CUST257,Kelly Murray,Corporate,PROD4337,Headphones,Electronics,North,Illinois,Nicholasfort,10,4162,5,40316,39539.64,776.36,Net Banking,Pending,"Rush, Wagner and Byrd",nlewis@nielsen-haynes.net,12,No,0
ORD1582,27-08-2024,02-09-2024,CUST918,Nicholas Barnes,Consumer,PROD2280,File Folder,Office Supplies,South,Delaware,Curtishaven,5,1268,15,6166,5389.77,776.23,Cash,Cancelled,"Clay, Wells and Warren",robertsonvalerie@duran.com,49,No,0
ORD1583,06-12-2023,12-12-2023,CUST293,Sue Sandoval,Corporate,PROD7524,Pen,Office Supplies,South,North Dakota,Port Lisaland,5,3626,5,18000.5,17224.33,776.17,Cash,Cancelled,Collier-Jones,douglasneal@torres.com,29,No,0
ORD1584,21-06-2025,26-06-2025,CUST103,Michelle Austin,Corporate,PROD6980,Dining Table,Furniture,South,Connecticut,Danielleland,1,2715,5,3356.25,2580.07,776.18,UPI,Cancelled,Miller LLC,mathewcarlson@hernandez-richmond.com,41,No,0
